domain,meaningful,meaningful_minus_random_max,meaningful_minus_random_mean,metric,random_max,random_mean
CRUXEval,0.21232722433117276,0.16577247663485553,0.1831728412451511,next_token_kl,0.04655474769631724,0.029154383086021664
CRUXEval,300.7450868420327,97.24865833504771,101.96760411231648,A35,203.496428506985,198.77748272971624
CRUXEval,0.11884920634920633,0.07023809523809521,0.08812003968253966,top1_flip,0.04861111111111111,0.03072916666666667
CHARCOUNT,0.06766350901994612,0.0474436935136586,0.05331463615523487,next_token_kl,0.020219815506287524,0.014348872864711251
CHARCOUNT,355.7536404428383,167.57228522097867,171.13701705300892,A35,188.1813552218596,184.61662338982936
CHARCOUNT,0.06527777777777778,0.01712962962962964,0.03495370370370371,top1_flip,0.04814814814814814,0.030324074074074073
