metric,primary,audit,absolute_difference
D.2.4,0.008333333333333333,0.008333333333333333,0.0
D.2.5,0.016666666666666666,0.016666666666666666,0.0
D.2.6,0.025,0.025,0.0
D.2.7,0.025,0.025,0.0
D.2.8,0.016666666666666666,0.016666666666666666,0.0
D.2.9,0.0,0.0,0.0
D.20.0,0.016666666666666666,0.016666666666666666,0.0
D.20.1,0.016666666666666666,0.016666666666666666,0.0
D.20.10,0.03333333333333333,0.03333333333333333,0.0
D.20.11,0.025,0.025,0.0
D.20.12,0.025,0.025,0.0
D.20.13,0.008333333333333333,0.008333333333333333,0.0
D.20.14,0.016666666666666666,0.016666666666666666,0.0
D.20.15,0.041666666666666664,0.041666666666666664,0.0
D.20.16,0.016666666666666666,0.016666666666666666,0.0
D.20.17,0.025,0.025,0.0
D.20.18,0.008333333333333333,0.008333333333333333,0.0
D.20.19,0.008333333333333333,0.008333333333333333,0.0
D.20.2,0.016666666666666666,0.016666666666666666,0.0
D.20.20,0.0,0.0,0.0
D.20.21,0.0,0.0,0.0
D.20.22,0.008333333333333333,0.008333333333333333,0.0
D.20.23,0.016666666666666666,0.016666666666666666,0.0
D.20.3,0.0,0.0,0.0
D.20.4,0.008333333333333333,0.008333333333333333,0.0
D.20.5,0.008333333333333333,0.008333333333333333,0.0
D.20.6,0.025,0.025,0.0
D.20.7,0.03333333333333333,0.03333333333333333,0.0
D.20.8,0.016666666666666666,0.016666666666666666,0.0
D.20.9,-0.008333333333333333,-0.008333333333333333,0.0
D.21.0,0.025,0.025,0.0
D.21.1,0.008333333333333333,0.008333333333333333,0.0
D.21.10,0.025,0.025,0.0
D.21.11,0.025,0.025,0.0
D.21.12,0.025,0.025,0.0
D.21.13,0.016666666666666666,0.016666666666666666,0.0
D.21.14,0.03333333333333333,0.03333333333333333,0.0
D.21.15,0.03333333333333333,0.03333333333333333,0.0
D.21.16,0.0,0.0,0.0
D.21.17,0.03333333333333333,0.03333333333333333,0.0
D.21.18,0.008333333333333333,0.008333333333333333,0.0
D.21.19,0.008333333333333333,0.008333333333333333,0.0
D.21.2,0.0,0.0,0.0
D.21.20,0.0,0.0,0.0
D.21.21,0.0,0.0,0.0
D.21.22,0.008333333333333333,0.008333333333333333,0.0
D.21.23,0.025,0.025,0.0
D.21.3,0.0,0.0,0.0
D.21.4,0.016666666666666666,0.016666666666666666,0.0
D.21.5,0.008333333333333333,0.008333333333333333,0.0
D.21.6,0.016666666666666666,0.016666666666666666,0.0
D.21.7,0.03333333333333333,0.03333333333333333,0.0
D.21.8,0.03333333333333333,0.03333333333333333,0.0
D.21.9,-0.025,-0.025,0.0
D.22.0,0.0,0.0,0.0
D.22.1,-0.008333333333333333,-0.008333333333333333,0.0
D.22.10,0.008333333333333333,0.008333333333333333,0.0
D.22.11,0.03333333333333333,0.03333333333333333,0.0
D.22.12,0.0,0.0,0.0
D.22.13,0.008333333333333333,0.008333333333333333,0.0
D.22.14,0.016666666666666666,0.016666666666666666,0.0
D.22.15,0.025,0.025,0.0
D.22.16,0.0,0.0,0.0
D.22.17,0.025,0.025,0.0
D.22.18,0.0,0.0,0.0
D.22.19,0.008333333333333333,0.008333333333333333,0.0
D.22.2,0.008333333333333333,0.008333333333333333,0.0
D.22.20,0.008333333333333333,0.008333333333333333,0.0
D.22.21,0.008333333333333333,0.008333333333333333,0.0
D.22.22,0.0,0.0,0.0
D.22.23,0.0,0.0,0.0
D.22.3,0.008333333333333333,0.008333333333333333,0.0
D.22.4,0.008333333333333333,0.008333333333333333,0.0
D.22.5,0.0,0.0,0.0
