design,independent_units,raw_rows,rollouts,random_controls,transfer_fraction,within_family_rho,se_multiplier,effective_units,replicates,true_c,true_delta_c,expected_c_ci_width,expected_delta_c_ci_width,power_c_lower_gt_zero,power_delta_c_lower_gt_zero,probability_c_above_every_random,split_half_sign_consistency,joint_frozen_rule_probability,joint_probability_monte_carlo_se
B_EQUAL_FAMILY_ALL_ROWS,100,239,4,8,1.0,0.75,0.9266876496425319,116.44832605531295,100000,0.05435463659147877,0.03871005639097745,0.05669016411684852,0.04716546211337611,0.96383,0.89432,0.82843,0.99793,0.77211,0.0013264846320255655
B_EQUAL_FAMILY_ALL_ROWS,100,239,4,8,0.0,1.0,1.0,100.0,100000,0.015644580200501315,0.0,0.06117505088010684,0.0508968282156022,0.16826,0.02522,0.09994,0.17561,0.00216,0.00014681057182641853
B_EQUAL_FAMILY_ALL_ROWS,100,239,4,8,0.5,1.0,1.0,100.0,100000,0.03499960839599004,0.019355028195488726,0.06117505088010684,0.0508968282156022,0.61022,0.32085,0.41217,0.83893,0.17724,0.0012075842927100368
B_EQUAL_FAMILY_ALL_ROWS,100,239,4,8,0.75,1.0,1.0,100.0,100000,0.0446771224937344,0.02903254229323309,0.06117505088010684,0.0508968282156022,0.81747,0.60959,0.61667,0.96765,0.44205,0.0015704833571228954
B_EQUAL_FAMILY_ALL_ROWS,100,239,4,8,1.0,1.0,1.0,100.0,100000,0.05435463659147877,0.03871005639097745,0.06117505088010684,0.0508968282156022,0.93588,0.84578,0.78972,0.99574,0.70844,0.0014371943723797418
C_ONE_ROW_PER_FAMILY,120,120,4,8,0.0,,1.0,120.0,100000,0.015644580200501315,0.0,0.05584492553926798,0.04646223486525124,0.19507,0.02505,0.09785,0.18613,0.00206,0.00014337909192068418
C_ONE_ROW_PER_FAMILY,120,120,4,8,0.5,,1.0,120.0,100000,0.03499960839599004,0.019355028195488726,0.05584492553926798,0.04646223486525124,0.69066,0.37079,0.4438,0.87998,0.21911,0.0013080550749108386
C_ONE_ROW_PER_FAMILY,120,120,4,8,0.75,,1.0,120.0,100000,0.0446771224937344,0.02903254229323309,0.05584492553926798,0.04646223486525124,0.8799,0.68614,0.6662,0.98141,0.52326,0.0015794270239552065
C_ONE_ROW_PER_FAMILY,120,120,4,8,1.0,,1.0,120.0,100000,0.05435463659147877,0.03871005639097745,0.05584492553926798,0.04646223486525124,0.96817,0.90461,0.83674,0.99841,0.78552,0.0012979920246288111
B_EQUAL_FAMILY_ALL_ROWS,120,286,4,8,0.0,0.0,0.660387091871965,275.1592356687898,100000,0.015644580200501315,0.0,0.03687926797268361,0.030683060164535484,0.38186,0.02464,0.08406,0.22473,0.00223,0.00014916524729306085
