scenario,seed_regime,discordance,gain,N,R,t_power,signflip_power,t_ci_coverage,mean_half_width,mean_estimate,degenerate_fraction,utility_trajectories_max,full_bank_trajectories,expected_generated_tokens_utility,expected_storage_bytes_utility,observed_rate_hours_utility,frozen_p50_hours_utility,frozen_p80_hours_utility,frozen_p95_hours_utility,realized_mean,realized_sd,nonzero_fraction
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,400,6,0.2357,0.2357,0.9507,0.021626389125817526,0.010213041666666665,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.009999999999999998,0.22016849608122108,0.62957
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,500,6,0.2564,0.2566,0.9529,0.01932755151865427,0.009912033333333334,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.009999999999999998,0.22016849608122108,0.62957
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,800,6,0.3523,0.3523,0.9487,0.015277633020496818,0.009876895833333333,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.009999999999999998,0.22016849608122108,0.62957
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,1000,6,0.4243,0.4245,0.9473,0.013660029347460006,0.010096250000000001,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.009999999999999998,0.22016849608122108,0.62957
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,1200,6,0.4639,0.464,0.9527,0.012465369957345214,0.009924347222222222,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.009999999999999998,0.22016849608122108,0.62957
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,23,8,0.0759,0.0762,0.9518,0.08250062467751734,0.00998913043478261,0.0,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,100,8,0.1218,0.1223,0.9551,0.03832519287801675,0.009780375000000001,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,250,8,0.1936,0.1938,0.9518,0.024096964813567354,0.00983245,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,400,8,0.2719,0.272,0.9525,0.019031500630668025,0.01005878125,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,500,8,0.3137,0.3137,0.9489,0.017001313419800112,0.01009945,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,800,8,0.4292,0.4293,0.9496,0.013436111088203568,0.010095453125,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,1000,8,0.4946,0.4947,0.9484,0.0120124473930209,0.00998495,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.01,1200,8,0.56,0.56,0.9467,0.01096860621250217,0.010054447916666666,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.009999999999999998,0.19364372085094833,0.675985
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,23,1,0.0692,0.0692,0.9472,0.22057365898934742,0.02071304347826087,0.0006,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,100,1,0.1052,0.1052,0.9495,0.10254183697689077,0.020232999999999998,0.0,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,250,1,0.1527,0.1527,0.9482,0.06453200399301358,0.020234000000000002,0.0,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,400,1,0.1932,0.1932,0.9477,0.05095277181288248,0.02007725,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,500,1,0.2168,0.2168,0.95,0.0455626133413664,0.0197164,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,800,1,0.281,0.2813,0.9484,0.03599070413851408,0.019633,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1000,1,0.3247,0.3247,0.9554,0.03218073193612596,0.019862300000000003,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1200,1,0.3744,0.3744,0.9476,0.029373043038192975,0.01991216666666667,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.01999999999999999,0.5187918657804881,0.26954500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,23,2,0.0895,0.0895,0.9562,0.15791228441592903,0.020293478260869566,0.0,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,100,2,0.1302,0.1302,0.9505,0.07339909488115937,0.0202005,0.0,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,250,2,0.2049,0.2049,0.9503,0.04621423396646732,0.0197374,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,400,2,0.2881,0.2886,0.9511,0.03648897166831949,0.02017575,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,500,2,0.3315,0.3315,0.9485,0.03259403475839145,0.0203127,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,800,2,0.4386,0.4386,0.9528,0.02575557975265301,0.019749875,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1000,2,0.5257,0.5257,0.9476,0.023026892727669692,0.0199267,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1200,2,0.5835,0.5835,0.9524,0.021028955100648852,0.019963166666666667,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.02,0.3713640397238268,0.41359500000000005
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,23,4,0.0951,0.0951,0.952,0.11267904273077907,0.019151086956521738,0.0,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,100,4,0.179,0.179,0.9482,0.05236123419184182,0.01922475,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,250,4,0.3213,0.3215,0.9475,0.03296631187103712,0.0200442,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,400,4,0.4386,0.4386,0.9491,0.02601780452453768,0.0199739375,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,500,4,0.5037,0.5037,0.9485,0.023269285843845678,0.019696949999999998,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,800,4,0.6917,0.6919,0.9493,0.018379920944109205,0.020037812500000002,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1000,4,0.7807,0.7807,0.9526,0.016426233818676278,0.020171175,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1200,4,0.8332,0.8332,0.9485,0.014991750589658067,0.019983249999999998,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.02000000000000001,0.26483249422984334,0.55305
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,23,6,0.1051,0.1052,0.9518,0.09362903203050414,0.019553623188405794,0.0,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,100,6,0.2311,0.2312,0.9509,0.04351890382319028,0.020083999999999998,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,250,6,0.4148,0.4148,0.9454,0.027375108523388654,0.0200652,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,400,6,0.564,0.5641,0.9522,0.02162916742208364,0.019984291666666668,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,500,6,0.6416,0.6417,0.9515,0.019344714719836686,0.0197998,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,800,6,0.8186,0.8186,0.9491,0.01527010206125415,0.019934375,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1000,6,0.8896,0.8897,0.9471,0.01365974225784297,0.019918333333333333,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1200,6,0.9299,0.93,0.9472,0.012474202738783404,0.019935902777777778,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.020000000000000004,0.22024039895835035,0.6265550000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,23,8,0.1148,0.1151,0.9522,0.08244565724013656,0.02006467391304348,0.0,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,100,8,0.2699,0.2704,0.9466,0.038233529412674806,0.02014125,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,250,8,0.5019,0.5022,0.9498,0.024066235545784964,0.0201902,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,400,8,0.6649,0.6649,0.9486,0.018981208758696844,0.01995615625,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,500,8,0.7398,0.7398,0.951,0.016979632107809686,0.019903825,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,800,8,0.907,0.907,0.9536,0.013414608274882084,0.020089046875000002,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1000,8,0.9502,0.9502,0.953,0.011995229953883791,0.020022500000000002,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.02,1200,8,0.974,0.9741,0.9477,0.010951981636697292,0.019985864583333332,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.02,0.19338857418420563,0.6730100000000001
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,23,1,0.0791,0.0791,0.9508,0.2196750912776227,0.02881304347826087,0.0004,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,100,1,0.147,0.147,0.9507,0.10206524588700878,0.03045,0.0,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,250,1,0.2326,0.2326,0.9512,0.06424713610176286,0.0295108,0.0,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,400,1,0.3221,0.3221,0.9508,0.050708960215767755,0.03053075,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,500,1,0.3695,0.3695,0.9487,0.0453492818101457,0.0300634,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,800,1,0.5005,0.5009,0.9474,0.03581761570357825,0.030002250000000005,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1000,1,0.5695,0.5695,0.9526,0.032036630050474385,0.0299323,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1200,1,0.6427,0.6427,0.9487,0.029224546607898652,0.029949833333333332,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.03,0.5162702780521071,0.267435
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,23,2,0.0945,0.0945,0.9501,0.1574446892169769,0.028495652173913037,0.0,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,100,2,0.1969,0.1969,0.948,0.073029898546745,0.029207999999999998,0.0,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,250,2,0.3635,0.3635,0.9507,0.0459238348669784,0.030178000000000003,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,400,2,0.4821,0.4823,0.9515,0.03624664524932484,0.029725750000000006,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,500,2,0.5779,0.5779,0.9518,0.032424598657629096,0.0302945,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,800,2,0.7422,0.7422,0.9541,0.025615743523994514,0.030013625000000002,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1000,2,0.8233,0.8233,0.95,0.022890939029721676,0.030051700000000004,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1200,2,0.8839,0.8839,0.9491,0.020893241530999616,0.03013020833333334,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.03,0.3690155823268172,0.412315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,23,4,0.1325,0.1325,0.9517,0.11266595975065925,0.030842391304347825,0.0,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,100,4,0.2945,0.2945,0.9555,0.05237162403076679,0.029410500000000003,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,250,4,0.5539,0.554,0.9514,0.032950598569322594,0.0298517,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,400,4,0.7353,0.7353,0.9488,0.026017222864173944,0.030056,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,500,4,0.8164,0.8164,0.9483,0.02325764778519975,0.03016605,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,800,4,0.9419,0.9419,0.9521,0.018379951742860494,0.030004281249999997,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1000,4,0.9744,0.9744,0.9486,0.016441555147217565,0.030079375000000005,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1200,4,0.9891,0.9891,0.9506,0.015001317312252016,0.030048395833333335,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.029999999999999995,0.2649150807334305,0.551315
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,23,6,0.1511,0.1514,0.9501,0.09473161076348748,0.0299891304347826,0.0,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,100,6,0.3753,0.3754,0.9503,0.04388729941100327,0.030040666666666663,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,250,6,0.6951,0.6951,0.9492,0.02764635893625723,0.0301342,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,400,6,0.8567,0.8567,0.9485,0.021819485238259956,0.030003999999999996,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,500,6,0.9167,0.9168,0.9477,0.019504864713767427,0.02991766666666667,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,800,6,0.987,0.987,0.9495,0.015418591609361777,0.0300666875,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1000,6,0.9964,0.9964,0.9492,0.013785372378357565,0.030003949999999998,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1200,6,0.9984,0.9984,0.9499,0.012585010170094071,0.030073222222222223,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.030000000000000002,0.2222420477267472,0.626855
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,23,8,0.175,0.1752,0.9507,0.08291484483502708,0.030285326086956523,0.0,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,100,8,0.4498,0.4504,0.9489,0.038684589413272366,0.030069,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,250,8,0.7802,0.7803,0.9493,0.02430255920737644,0.0297752,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,400,8,0.927,0.927,0.9522,0.01923279378516596,0.03008509375,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,500,8,0.966,0.966,0.9528,0.01718854831095355,0.030091325000000002,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,800,8,0.9962,0.9962,0.9475,0.013578905486691033,0.030042578125,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1000,8,0.9993,0.9993,0.9534,0.012139636466108095,0.03006645,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.03,1200,8,0.9997,0.9997,0.9503,0.011085141900262892,0.029936947916666668,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.029999999999999992,0.19573339648613877,0.6735149999999999
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.04,23,1,0.0974,0.0974,0.9451,0.22035013941745807,0.039856521739130436,0.0007,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.04000000000000001,0.517682335027959,0.26959500000000003
CONSERVATIVE_COMBINED,INDEPENDENT,0.35,0.04,100,1,0.1868,0.1868,0.9503,0.10216293620109101,0.039517000000000004,0.0,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.04000000000000001,0.517682335027959,0.26959500000000003
