singular_index,all_40,safe_31,safe_over_all
0,2.7886959045563575,2.5584583473653217,0.917438987587403
1,2.747674838100527,2.4769341722264104,0.9014655365620773
2,2.5936808534663447,2.149242910674241,0.828645863581045
3,2.364080189642367,2.1042387881764175,0.8900877378845352
4,2.0908117605628163,1.7706264059247796,0.8468607453442641
5,1.8491656286384928,1.5604649186472965,0.8438751480559579
6,1.5581987209027433,1.4492002041788314,0.9300483851887881
7,1.4623652174520994,1.265571871141722,0.8654280449495009
