fixture_id,comparison,alpha,output_index,top1_agreement,vocabulary_js,target_logp_abs_difference,logit_cosine,max_abs_logit_difference
G12_1_FIXTURE_07,E0_vs_E1,0,19,1,5.4392664041259375e-05,0.023522950228450412,0.9999883359546643,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0,20,1,5.422159865151922e-05,0.008819787558818959,0.9999455898634679,0.09765625
G12_1_FIXTURE_07,E0_vs_E1,0,21,1,7.208142235696217e-05,0.0020498898295677748,0.9999845513692655,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,22,1,8.754271734272345e-05,4.422652266455884e-05,0.9999794500350269,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,23,1,0.00011702598171052015,0.00846256794734579,0.999959830609657,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,24,1,8.554948354179978e-05,0.011566244757384325,0.9999869840206951,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,25,1,4.989148911859368e-05,0.0139486534326565,0.9999899947478617,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0,26,1,6.13154255480085e-05,0.028532812597115154,0.9999868712580767,0.109375
G12_1_FIXTURE_07,E0_vs_E1,0,27,1,4.524368388181504e-05,0.01006134845524187,0.9999884089662037,0.078125
G12_1_FIXTURE_07,E0_vs_E1,0,28,1,0.0001575683904150864,0.01166006988476731,0.9999370741396547,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,29,1,6.226028027254635e-05,0.023689248014315822,0.9999828182705183,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0,30,1,6.102329553242742e-05,0.02707971278795185,0.9999761127404616,0.078125
G12_1_FIXTURE_07,E0_vs_E1,0,31,1,9.785989650630463e-05,0.03682306066442642,0.9999252251213987,0.125
G12_1_FIXTURE_07,E0_vs_E1,0,32,1,5.300326034097272e-05,0.04196131358363786,0.9999867990965409,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,0,1,9.966048151915092e-05,0.0018748059679456475,0.9999745053651533,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,1,0,0.00010204131703430268,0.011018206177922707,0.9999726656087067,0.15625
G12_1_FIXTURE_07,E1_vs_E2,0,2,0,0.00013397382119408302,0.013314368416335043,0.9999706956820181,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,3,1,8.505362340939607e-05,0.042467363265743074,0.9999793607026947,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0,4,1,9.117423247941069e-05,0.036355750724069935,0.9999755078540676,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,5,1,9.873959182974464e-05,0.012443425030204125,0.9999856256544885,0.1875
G12_1_FIXTURE_07,E1_vs_E2,0,6,1,7.613050965374407e-05,0.03268194031435989,0.9999844533648553,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,7,1,0.00010418176211365513,0.03126475485126967,0.9999770805196616,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,8,1,8.728234754091217e-05,0.005954755857715099,0.9999860526005833,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,9,1,7.451829440742289e-05,0.025282469171822086,0.9999848090702692,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,10,1,7.015836919876827e-05,0.010010695150102222,0.9999859584400574,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,11,1,9.588939736765927e-05,0.02684094645618451,0.999983822417993,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0,12,1,6.868296250570063e-05,0.02714823229473673,0.9999906964164845,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0,13,1,6.868156511119166e-05,0.014529125258789577,0.9999870580068371,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0,14,1,6.564742061156153e-05,0.024612307127146238,0.9999864473152509,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,15,1,5.4854934695588086e-05,0.004988669840081172,0.9999870203611327,0.15625
G12_1_FIXTURE_07,E1_vs_E2,0,16,1,8.056903978274194e-05,0.018450394669267567,0.9999915135701157,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,17,1,0.00011523370703923311,0.07140351139483592,0.9999682518173048,0.1796875
G12_1_FIXTURE_07,E1_vs_E2,0,18,1,8.067587795750514e-05,0.001247969431911855,0.9999821740189515,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,19,1,6.422146398130078e-05,0.0009038638799978571,0.9999878528124944,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,20,1,8.878231579889206e-05,0.02936289816671156,0.9999726085325178,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,21,1,7.82392852445795e-05,0.005459261178289765,0.9999838857201743,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,22,1,6.536855957243738e-05,0.00015576172564735202,0.9999815823167764,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,23,1,0.00013398947125276917,0.027582933224330475,0.9998415820876037,0.1484375
G12_1_FIXTURE_07,E1_vs_E2,0,24,1,0.0001190312679862955,0.005880682786656877,0.9999701042395626,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,25,1,7.257402015062254e-05,0.01801764608973322,0.9999818732406618,0.15625
G12_1_FIXTURE_07,E1_vs_E2,0,26,1,9.718510218582763e-05,0.0441274123416342,0.9999836473068212,0.1875
G12_1_FIXTURE_07,E1_vs_E2,0,27,1,5.7046029399011094e-05,0.03907058650909789,0.9999832781666437,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,28,1,0.00014987492955790454,0.007179280433758706,0.9999579065936784,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,29,1,6.693953554303913e-05,0.0032497965419420183,0.9999834207291463,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0,30,1,0.0001279885255535686,0.0066119288444497215,0.9999689667464466,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,31,1,9.162034650053027e-05,0.005742183241867593,0.9999735043013267,0.125
G12_1_FIXTURE_07,E1_vs_E2,0,32,0,6.86343222221531e-05,0.043028125860193,0.9999854721439546,0.15625
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,0,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,1,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,2,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,3,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,4,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,5,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,6,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,7,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,8,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,9,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,10,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,11,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,12,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,13,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,14,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,15,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,16,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,17,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,18,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,19,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,20,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,21,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,22,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,23,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,24,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,25,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,26,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,27,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,28,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,29,1,0.0,0.0,0.9999999999999998,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,30,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,31,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_NOHOOK_vs_ALPHA0,0,32,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,0,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,1,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,2,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,3,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,4,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,5,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,6,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,7,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,8,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,9,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,10,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,11,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,12,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,13,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,14,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,15,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,16,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,17,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,18,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,19,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,20,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,21,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,22,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,23,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,24,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,25,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,26,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,27,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,28,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,29,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,30,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,31,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E1_NOHOOK_vs_ALPHA0,0,32,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,0,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,1,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,2,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,3,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,4,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,5,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,6,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,7,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,8,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,9,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,10,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,11,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,12,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,13,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,14,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,15,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,16,1,0.0,0.0,0.9999999999999998,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,17,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,18,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,19,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,20,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,21,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,22,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,23,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,24,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,25,1,0.0,0.0,1.0,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,26,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,27,1,0.0,0.0,1.0000000000000002,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,28,1,0.0,0.0,0.9999999999999998,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,29,1,0.0,0.0,0.9999999999999998,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,30,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,31,1,0.0,0.0,0.9999999999999998,0.0
G12_1_FIXTURE_07,E2_NOHOOK_vs_ALPHA0,0,32,1,0.0,0.0,0.9999999999999999,0.0
G12_1_FIXTURE_07,E0_vs_E1,0.01,0,1,6.161565507818488e-05,0.013925152583727396,0.9999797038319864,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,1,0,0.00012065361297056517,0.04172501841126497,0.9999724743722079,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,2,1,0.00017808396988991892,0.030800675217824036,0.9999799233298254,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,3,1,8.487195073815809e-05,0.0018049214220461351,0.9999855289283942,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,4,1,6.247420971439561e-05,0.006924805471426154,0.9999835612082995,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,5,1,4.680205494902454e-05,0.023792611449984236,0.9999901259239232,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,6,1,7.946490716524072e-05,0.002131362024307748,0.9999901158735076,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,7,1,0.00015361626781794363,0.002508115302202185,0.9999803818955435,0.1171875
G12_1_FIXTURE_07,E0_vs_E1,0.01,8,1,8.994008788203801e-05,0.005743403878406994,0.9999868208076022,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,9,1,6.944287223389797e-05,0.013037591415601568,0.9999849061827485,0.1015625
G12_1_FIXTURE_07,E0_vs_E1,0.01,10,1,7.166878190418505e-05,0.003986492236885297,0.9999863325994522,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,11,1,7.349715165078362e-05,0.006571756439855747,0.9999896160056857,0.0625
G12_1_FIXTURE_07,E0_vs_E1,0.01,12,1,6.182072375598204e-05,0.0169097188026317,0.9999884280647177,0.1123046875
G12_1_FIXTURE_07,E0_vs_E1,0.01,13,1,6.734500024349578e-05,0.0018624077245288362,0.999988531813382,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,14,1,5.277368764959349e-05,0.011777378097070468,0.999990620908852,0.0625
G12_1_FIXTURE_07,E0_vs_E1,0.01,15,1,5.9327556862487664e-05,0.007172120574495011,0.9999831520431927,0.15625
G12_1_FIXTURE_07,E0_vs_E1,0.01,16,1,5.3996370565604084e-05,0.0027613336213541118,0.9999899173747059,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,17,1,5.43205997976922e-05,0.04131857683490203,0.9999883205442386,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,18,1,4.328696748383146e-05,0.012797643951959259,0.9999897684359836,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,19,1,5.349627356775617e-05,0.031311599943281365,0.9999861834704281,0.109375
G12_1_FIXTURE_07,E0_vs_E1,0.01,20,1,5.082868209801774e-05,0.01112050146375232,0.9999680668718327,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,21,1,4.850613157629226e-05,0.019208397391816234,0.9999821360217559,0.109375
G12_1_FIXTURE_07,E0_vs_E1,0.01,22,1,6.229984360123419e-05,0.007309844319726366,0.9999769231081662,0.15625
G12_1_FIXTURE_07,E0_vs_E1,0.01,23,1,0.00011291027285408267,0.0031387307831991507,0.9999514826471665,0.140625
G12_1_FIXTURE_07,E0_vs_E1,0.01,24,1,5.7952015941270226e-05,0.02011578933461955,0.9999883983581622,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,25,1,5.486023416533648e-05,0.0286636771904476,0.9999854250674444,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,26,1,4.912020257069141e-05,0.011818213864325244,0.999990573097967,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,27,1,4.096441648879105e-05,0.06148101960118879,0.999991159302762,0.078125
G12_1_FIXTURE_07,E0_vs_E1,0.01,28,1,6.821516426465461e-05,0.00828039048854734,0.999974407867321,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,29,1,5.978110576256341e-05,0.004259854059146306,0.9999869383457852,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.01,30,1,0.00010804997232063702,0.00710178721467436,0.9999653166076663,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,31,1,0.00012167229382420696,0.06537123642011444,0.9999555656103217,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.01,32,1,5.801179416532429e-05,0.008674578789680254,0.9999854900847414,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,0,1,7.510483872593985e-05,6.859790836521995e-05,0.9999821406502439,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,1,1,7.281075945253304e-05,0.04219793264025462,0.9999709177132566,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,2,0,0.00020182031649715413,0.029901303548404812,0.999971083240869,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,3,1,0.00012398275304787427,0.013380205293856307,0.9999755490094177,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,4,1,0.00012773288764739255,0.011379700332643239,0.9999762513806019,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,5,1,9.488239041255224e-05,0.010818179804509498,0.9999864991539938,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,6,1,7.169092782741314e-05,0.008781809253690653,0.999986475570101,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,7,1,0.0001373608008995254,0.011653083749965987,0.9999825638132506,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,8,1,7.18270721757913e-05,0.0053600949754351035,0.9999859633157703,0.15625
G12_1_FIXTURE_07,E1_vs_E2,0.01,9,1,6.527340254324632e-05,0.028355442347058002,0.999985293015993,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,10,1,8.34604902259397e-05,0.0012391214893625602,0.9999872644984944,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,11,1,0.00011496174093064487,0.024075509778667126,0.99996251599918,0.1875
G12_1_FIXTURE_07,E1_vs_E2,0.01,12,1,6.80229635666833e-05,0.011253360233080656,0.999987956107398,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,13,1,7.925112005211985e-05,0.0025137753366060167,0.9999890042787799,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,14,1,7.047761887722743e-05,0.007339219001680775,0.9999880034408359,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,15,1,6.62557891204426e-05,0.011665134939743638,0.9999833495428991,0.140625
G12_1_FIXTURE_07,E1_vs_E2,0.01,16,1,6.516180665415062e-05,0.0382991357978959,0.9999898471384758,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,17,1,8.506074239629529e-05,0.06392288411867852,0.9999802313842607,0.140625
G12_1_FIXTURE_07,E1_vs_E2,0.01,18,1,7.291364630666853e-05,0.003046329724810448,0.9999886463428297,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,19,1,6.650311845493177e-05,0.026179287671208584,0.9999846116083376,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,20,1,6.69806216567492e-05,0.009076572254866022,0.9999540463265544,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,21,1,5.535760896185382e-05,0.010881192366852588,0.9999875773926076,0.078125
G12_1_FIXTURE_07,E1_vs_E2,0.01,22,1,7.592434219961133e-05,0.0005946015217794809,0.9999813000318033,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,23,1,0.0002102311589439375,0.020865849230538913,0.9998372596358716,0.140625
G12_1_FIXTURE_07,E1_vs_E2,0.01,24,1,5.983785108852624e-05,0.015775268576099677,0.9999865035872033,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,25,1,6.185487573373826e-05,0.03269065745567623,0.9999786011985592,0.15625
G12_1_FIXTURE_07,E1_vs_E2,0.01,26,1,8.979875807698851e-05,0.024664556615675792,0.9999849905238873,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,27,1,6.44539274040171e-05,0.08239235496279562,0.9999862099058336,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,28,1,8.16576547954363e-05,0.0299510048757039,0.999944476520899,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,29,1,6.633216769962779e-05,0.017255977927582933,0.9999799840915466,0.109375
G12_1_FIXTURE_07,E1_vs_E2,0.01,30,1,0.00016459330809620555,0.019494046700671674,0.9999554582106517,0.125
G12_1_FIXTURE_07,E1_vs_E2,0.01,31,1,7.981031493743497e-05,0.016568485183844572,0.9999834123067194,0.09375
G12_1_FIXTURE_07,E1_vs_E2,0.01,32,0,7.574313664284973e-05,0.040934708736617864,0.9999830595384295,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.1,0,1,5.9318026712746385e-05,0.015223119187112388,0.99998140300409,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,1,0,0.00013821879522468703,0.021528863385229968,0.9999604629903607,0.15625
G12_1_FIXTURE_07,E0_vs_E1,0.1,2,1,7.325738495153256e-05,0.016055377914204527,0.999983440797047,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.1,3,1,0.00010295943812120963,0.02408373125503438,0.9999783530246092,0.15625
G12_1_FIXTURE_07,E0_vs_E1,0.1,4,1,7.443447765090956e-05,0.012202554738463434,0.9999820289112619,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,5,1,4.882806183518552e-05,0.0038884337443683137,0.9999909348209404,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,6,1,9.19683676465702e-05,0.0027030364232842885,0.9999834804771813,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.1,7,1,0.00011376776623413492,0.07620077453300489,0.999984525180251,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,8,1,7.647093425987018e-05,0.03877794412955815,0.9999867988578315,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,9,1,8.158289125841412e-05,0.004654593366815618,0.9999839829591642,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.1,10,1,4.5441382385890815e-05,0.00329475401721524,0.9999877224545428,0.109375
G12_1_FIXTURE_07,E0_vs_E1,0.1,11,1,6.4059436637116e-05,0.011156473684144075,0.999989104918482,0.09375
G12_1_FIXTURE_07,E0_vs_E1,0.1,12,1,5.773838178831358e-05,0.014859822197976769,0.9999844420288002,0.125
G12_1_FIXTURE_07,E0_vs_E1,0.1,13,1,6.67519164221348e-05,0.005456660392148649,0.999987873881345,0.125
