fixture_id,direction_index,epsilon,jvp_cosine,jvp_norm_relative_error,fisher_relative_error,utility_relative_error,local_kl_relative_error,q_finite,u_finite,local_kl_q
G12_1_FIXTURE_02,0,0.001,0.8660818317127404,0.15448890409203755,0.9594337950325789,1.9436695174875176,2.520798714671634,6.88827736762296e-06,-0.00170062597489496,1.237716638536664e-05
G12_1_FIXTURE_02,0,0.003,0.9743793003326796,0.039973260347304085,0.056140098040858094,1.2108757433800932,0.4965018563128626,3.7128000715395327e-06,0.00012182779504866452,5.260866630747402e-06
G12_1_FIXTURE_02,0,0.01,0.9974976450705808,0.0009499050495908356,0.020984941948664904,0.10896440971677004,0.06346909752257286,3.4416714073388553e-06,-0.0005147718724501653,3.738564749777297e-06
G12_1_FIXTURE_02,0,0.03,0.9996967535100165,0.0012673898964321334,0.009085458487252665,0.07417565028542467,0.01030094545819119,3.483503360437473e-06,-0.0005348701435270811,3.5516551540196477e-06
G12_1_FIXTURE_02,0,0.1,0.999971977668353,0.0001507793038953235,0.0015161022622585212,0.04501892387637763,0.00012530654099167487,3.5101129990505686e-06,-0.0006037316062972353,3.5150022618131464e-06
G12_1_FIXTURE_03,1,0.0001,0.5238656218438739,5.128308676016088,148.86358686712373,11.483275566338866,443.44720592730835,0.002391317842436165,0.021587720273715236,0.007091879727242986
G12_1_FIXTURE_03,1,0.0003,0.6958482980707635,0.6937955235017617,14.848117213381132,1.1793402218046054,39.09207814899842,0.0002528825464118919,-0.0003101386748669945,0.0006397344666723515
G12_1_FIXTURE_03,1,0.001,0.924829784977947,0.10924499062561158,0.9552786117762467,0.657053261691933,3.481568124102253,3.1199657828956466e-05,0.0028655942185969244,7.151072546235645e-05
G12_1_FIXTURE_03,1,0.003,0.9891849647463982,0.0007007342471129695,0.7605932424625421,2.0559543184654108,0.5370309272484464,2.809313537721561e-05,-0.0018260949482138589,2.452583417721287e-05
G12_1_FIXTURE_03,1,0.01,0.9987592330176076,0.008180785366579214,0.10996405061640077,0.49356442012772817,0.5002411286842613,1.7711285938025275e-05,0.0008757949447514902,2.393879296483236e-05
G12_1_FIXTURE_03,1,0.03,0.9998760807322301,0.00013915280884848724,0.07897302137262037,0.17214968586813104,0.36598059449415915,1.7216773543551346e-05,0.0014316275335759055,2.1796447264615877e-05
G12_1_FIXTURE_03,1,0.1,0.9999888426414466,0.0003744583258266347,0.02314313584972791,0.010210258836124177,0.0030203175962445652,1.558734378098113e-05,0.001711674467850062,1.6004824333482355e-05
G12_1_FIXTURE_04,0,0.0001,0.2528551561339505,4.225398760376052,76.75369905248998,15.483051640760923,332.47971755351614,0.0002199167645231767,0.018111942563163376,0.0009432063221707715
G12_1_FIXTURE_04,0,0.0003,0.5570684762079462,2.0786629601563003,17.370524701822006,5.2355786078183835,54.12929287546045,5.195876729016424e-05,0.006851792013659137,0.00015592641722983886
G12_1_FIXTURE_04,0,0.001,0.7479892113150695,0.6082870596624644,4.553249376448839,1.3638008095894116,9.772730639175434,1.5706682130126488e-05,-0.00039975239484304494,3.0469342245027073e-05
G12_1_FIXTURE_04,0,0.003,0.8928866318075036,0.038511583577407235,1.1626735253639837,1.0654527216065486,2.3843738124040135,6.116855792248623e-06,0.002269565240465407,9.572284635080965e-06
G12_1_FIXTURE_04,0,0.01,0.9875619278453036,0.0006496217590643493,0.3811181662205032,0.08306263594703613,1.2211018155914433,3.906322686131668e-06,0.001190093235288528,6.282113017307069e-06
G12_1_FIXTURE_04,0,0.03,0.9985012648991771,0.005417003314883082,0.06359052991103216,0.05528313912394192,0.1316410289354482,3.0082348616960718e-06,0.0010380758305899038,3.2007073196242058e-06
G12_1_FIXTURE_04,0,0.1,0.9998624612649769,9.993364950141297e-05,0.002687501144853734,0.02487677770234938,0.009023521595178824,2.835978143377395e-06,0.0011261573243004166,2.853898797113078e-06
G12_1_FIXTURE_05,1,0.0001,-0.3199127881999428,2.266808908546983,4.689966951654728,0.658306972428407,19.67308601311484,2.2574906710993197e-05,-0.0011974852373106762,8.202033371014298e-05
G12_1_FIXTURE_05,1,0.0003,0.5875933660282417,0.027891940131432442,0.8016465894569759,0.12400739565622061,2.736667375009913,7.148021074418061e-06,-0.0030699725398266116,1.4825203400580197e-05
G12_1_FIXTURE_05,1,0.001,0.9797279493088075,0.002309382780279291,0.018818376497829074,0.07271788640430599,0.28740292982142207,4.042155253326272e-06,-0.0032497199306193852,5.1077627141096074e-06
G12_1_FIXTURE_05,1,0.003,0.9973925758522559,0.0006052177719862667,0.034443799962252795,0.1293100308934008,0.001763228686127758,3.830837916155951e-06,-0.00305138911288198,3.974489065796064e-06
G12_1_FIXTURE_05,1,0.01,0.9996689125976524,0.012928494817956515,0.00440119807720822,0.011905102589482509,0.010403236464873228,3.984955192122646e-06,-0.003546286649517193,4.008768240217404e-06
