fixture_id,dtype,layer,component,token_index,max_abs_difference,rms_difference
G12_1_FIXTURE_00,BF16,22,mlp,4,0.0,0.0
G12_1_FIXTURE_00,BF16,22,mlp,5,0.0,0.0
G12_1_FIXTURE_00,BF16,22,mlp,6,0.125,0.012944312502009201
G12_1_FIXTURE_00,BF16,22,residual,0,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,1,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,2,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,3,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,4,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,5,0.0,0.0
G12_1_FIXTURE_00,BF16,22,residual,6,0.5,0.02991324044663961
G12_1_FIXTURE_00,BF16,23,attention,0,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,1,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,2,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,3,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,4,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,5,0.0,0.0
G12_1_FIXTURE_00,BF16,23,attention,6,0.046875,0.009631963083944876
G12_1_FIXTURE_00,BF16,23,mlp,0,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,1,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,2,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,3,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,4,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,5,0.0,0.0
G12_1_FIXTURE_00,BF16,23,mlp,6,0.125,0.014698682981410915
G12_1_FIXTURE_00,BF16,23,residual,0,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,1,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,2,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,3,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,4,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,5,0.0,0.0
G12_1_FIXTURE_00,BF16,23,residual,6,0.75,0.036928559460846916
G12_1_FIXTURE_00,BF16,24,attention,0,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,1,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,2,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,3,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,4,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,5,0.0,0.0
G12_1_FIXTURE_00,BF16,24,attention,6,0.1171875,0.012661847076262264
G12_1_FIXTURE_00,BF16,24,mlp,0,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,1,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,2,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,3,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,4,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,5,0.0,0.0
G12_1_FIXTURE_00,BF16,24,mlp,6,0.125,0.014938830339735544
G12_1_FIXTURE_00,BF16,24,residual,0,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,1,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,2,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,3,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,4,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,5,0.0,0.0
G12_1_FIXTURE_00,BF16,24,residual,6,0.5,0.04082422023338341
G12_1_FIXTURE_00,BF16,25,attention,0,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,1,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,2,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,3,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,4,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,5,0.0,0.0
G12_1_FIXTURE_00,BF16,25,attention,6,0.052734375,0.011745833407616405
G12_1_FIXTURE_00,BF16,25,mlp,0,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,1,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,2,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,3,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,4,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,5,0.0,0.0
G12_1_FIXTURE_00,BF16,25,mlp,6,0.25,0.016861200886317675
G12_1_FIXTURE_00,BF16,25,residual,0,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,1,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,2,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,3,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,4,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,5,0.0,0.0
G12_1_FIXTURE_00,BF16,25,residual,6,1.0,0.04795028929846993
G12_1_FIXTURE_00,BF16,26,attention,0,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,1,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,2,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,3,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,4,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,5,0.0,0.0
G12_1_FIXTURE_00,BF16,26,attention,6,0.0390625,0.009190066900984542
G12_1_FIXTURE_00,BF16,26,mlp,0,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,1,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,2,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,3,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,4,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,5,0.0,0.0
G12_1_FIXTURE_00,BF16,26,mlp,6,0.25,0.017377420988039502
G12_1_FIXTURE_00,BF16,26,residual,0,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,1,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,2,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,3,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,4,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,5,0.0,0.0
G12_1_FIXTURE_00,BF16,26,residual,6,1.0,0.05215362527935092
G12_1_FIXTURE_00,BF16,27,attention,0,0.0,0.0
G12_1_FIXTURE_00,BF16,27,attention,1,0.0,0.0
G12_1_FIXTURE_00,BF16,27,attention,2,0.0,0.0
