per_controller_pass_probability,fixed_identities,all_47_pass_probability_under_independence,expected_orientation_draws_for_20_qualified,safety_rows_per_evaluated_orientation,interpretation
0.7647058823529411,47,3.3437842948534116e-06,5981247.065124092,2256,SENSITIVITY_ONLY_CONTROLLER_PASS_DEPENDENCE_UNKNOWN
0.775,47,6.268736539021223e-06,3190435.5647274856,2256,SENSITIVITY_ONLY_CONTROLLER_PASS_DEPENDENCE_UNKNOWN
0.9,47,0.007069650490151055,2828.9941670896756,2256,SENSITIVITY_ONLY_CONTROLLER_PASS_DEPENDENCE_UNKNOWN
0.95,47,0.08974483193085075,222.85405821930993,2256,SENSITIVITY_ONLY_CONTROLLER_PASS_DEPENDENCE_UNKNOWN
0.99,47,0.6235253948912,32.07567833462474,2256,SENSITIVITY_ONLY_CONTROLLER_PASS_DEPENDENCE_UNKNOWN
