route,S,N,R,K_reference,K_fresh,controller_split_role,subspace_sd,generic_random_mean,scenario,learned_advantage,measurement_sd,rejection_rate,wilson_low,wilson_high,mean_contrast,contrast_bias,contrast_sd,random_mean_interval_width_approx,leave_one_subspace_rejection_stability,minimum_attainable_p,minimum_attainable_p_after_one_deletion
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.10392304845413262,0.1706,0.16545017063608217,0.17587634271767952,0.1775651980275924,-0.0037282800587769005,0.22923863031030214,0.19713476285134077,0.1706,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.10392304845413262,0.40955,0.4027528095236726,0.41638192979887684,0.35116681309950437,-0.011420143073234246,0.2120890192566475,0.19728531541318312,0.40955,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,NULL,0.0,0.10392304845413262,0.04435,0.04158325255133507,0.04729174990659308,-0.0009312842267588359,-0.0009312842267588359,0.22698555141383392,0.193572389007978,0.04435,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_05,0.05,0.10392304845413262,0.06645,0.06308075483452504,0.06998575962972327,0.04806235815308446,-0.0019376418469155415,0.22542988949587436,0.19349061452107422,0.06645,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_10,0.1,0.10392304845413262,0.09455,0.09057245398239565,0.09868326805549958,0.09735070733859945,-0.002649292661400557,0.22064100428328853,0.19350411223671948,0.09455,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.10392304845413262,0.1494,0.14452684143657227,0.15440781424596825,0.1700138753695398,-0.011279602716829512,0.20852839471754706,0.19297623651517912,0.1494,0.047619047619047616,0.05
ROUTE_1,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.10392304845413262,0.32725,0.32078092334541713,0.333785425111967,0.3111730646020997,-0.051413891570638914,0.16748403896141728,0.1935638041432139,0.32725,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,NULL,0.0,0.10392304845413262,0.04875,0.04585121135293896,0.051822101187695466,1.3045601340366453e-05,1.3045601340366453e-05,0.12228219734438314,0.1262211431029733,0.04875,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_05,0.05,0.10392304845413262,0.09765,0.09361300675393257,0.10184152466041484,0.05049110760252991,0.0004911076025299055,0.1223688273578191,0.12613655262457407,0.09765,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_10,0.1,0.10392304845413262,0.18445,0.17913553327848494,0.18988566067652266,0.10163399804369574,0.001633998043695739,0.12164690753838163,0.12640037107808147,0.18445,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.10392304845413262,0.378,0.37130395682312045,0.3847428999745691,0.18037154075564546,-0.0009219373307238488,0.12261503945451811,0.12629203051356425,0.378,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.10392304845413262,0.85095,0.8459468920333912,0.8558183178588288,0.36287797691424734,0.0002910207415087185,0.12173444810967152,0.126261844188427,0.85095,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,NULL,0.0,0.10392304845413262,0.04575,0.04294045562026573,0.04873400913670532,-0.00017951942984905647,-0.00017951942984905647,0.12289094545468539,0.12660369324756987,0.04575,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_05,0.05,0.10392304845413262,0.09875,0.09469222117849808,0.10296188775652589,0.051863412743643436,0.0018634127436434333,0.12257077293335875,0.1262829054098254,0.09875,0.047619047619047616,0.05
ROUTE_2,20,100,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_10,0.1,0.10392304845413262,0.18365,0.1783447231796654,0.189076778033032,0.1005663032290671,0.0005663032290670889,0.1230213383899492,0.12622676887918394,0.18365,0.047619047619047616,0.05
