route,S,N,R,K_reference,K_fresh,controller_split_role,subspace_sd,generic_random_mean,scenario,learned_advantage,measurement_sd,rejection_rate,wilson_low,wilson_high,mean_contrast,contrast_bias,contrast_sd,random_mean_interval_width_approx,leave_one_subspace_rejection_stability,minimum_attainable_p,minimum_attainable_p_after_one_deletion
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.35,NULL,0.0,0.08625543461139132,0.0497,0.04677361416941829,0.052799333502709545,-0.0006624625225005144,-0.0006624625225005144,0.11705049827266399,0.11514420332465412,0.0497,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.35,MODEST_0_05,0.05,0.08625543461139132,0.10055,0.09645854768965081,0.10479486991557116,0.049562193093153906,-0.00043780690684609713,0.11672568835904737,0.11587416999918615,0.10055,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.35,MODEST_0_10,0.1,0.08625543461139132,0.19295,0.18754019985438244,0.19847772948767137,0.10061878287930415,0.0006187828793041417,0.11781922510103429,0.11550156640309352,0.19295,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.08625543461139132,0.39835,0.3915853374047051,0.405153703525501,0.17984668978998997,-0.0014467882963793421,0.11728268074987727,0.11534217585427176,0.39835,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.08625543461139132,0.87645,0.8718170143514773,0.8809384017018814,0.36192898437037885,-0.0006579718023597692,0.1149217108734615,0.11588786431567613,0.87645,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.55,NULL,0.0,0.08625543461139132,0.0449,0.04211634870911121,0.04785844250915522,-0.0005686685454064371,-0.0005686685454064371,0.11593685785577114,0.11571207422740462,0.0449,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.55,MODEST_0_05,0.05,0.08625543461139132,0.1043,0.10013970815103813,0.10861226918376306,0.050578014611210094,0.0005780146112100912,0.1166322891304469,0.1158017318415002,0.1043,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.55,MODEST_0_10,0.1,0.08625543461139132,0.189,0.18363398257221938,0.19448546385467766,0.09881016558555102,-0.0011898344144489897,0.11606111778078347,0.11581253722655302,0.189,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.08625543461139132,0.4148,0.40798882280045173,0.42164390014350855,0.1812708740726647,-2.260401370460241e-05,0.11522787429304071,0.11569222913489224,0.4148,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.1,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.08625543461139132,0.8768,0.872172499914409,0.8812827817137104,0.34207315755281864,-0.020513798619919976,0.09564344740485657,0.11536863532035646,0.8768,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.15,NULL,0.0,0.08625543461139132,0.0479,0.04502616834527764,0.050947470656652165,0.0002477250583012563,0.0002477250583012563,0.21392658651468477,0.19077336387817573,0.0479,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.15,MODEST_0_05,0.05,0.08625543461139132,0.0763,0.07270155629784492,0.08006117505609817,0.04982711301616603,-0.00017288698383396972,0.21363889555292714,0.1909332580560205,0.0763,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.15,MODEST_0_10,0.1,0.08625543461139132,0.1083,0.1040681573444948,0.11268228370185755,0.0998403596054772,-0.00015964039452280587,0.21188265437178033,0.191065321622681,0.1083,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.08625543461139132,0.1898,0.1844250431638828,0.19529409600532444,0.18323006536539238,0.001936587279023072,0.21276250048442355,0.19067247297133752,0.1898,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.08625543461139132,0.45785,0.4509538996552089,0.46476228898432065,0.36025816365176655,-0.0023287925209720672,0.21004825211826855,0.19086218725653292,0.45785,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.35,NULL,0.0,0.08625543461139132,0.0472,0.044346913581891106,0.050226994270517245,-0.002200575613816572,-0.002200575613816572,0.21412299295291679,0.19070887680000112,0.0472,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.35,MODEST_0_05,0.05,0.08625543461139132,0.06985,0.06639939135921241,0.07346581725985438,0.04688811004454662,-0.0031118899554533827,0.21156240406636231,0.19083087991812087,0.06985,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.35,MODEST_0_10,0.1,0.08625543461139132,0.1095,0.10524705623870556,0.11390292392111215,0.09985764406236101,-0.00014235593763899101,0.2109671365352066,0.1910765537822809,0.1095,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.08625543461139132,0.19035,0.18496891865227272,0.1958500092772728,0.17825665206702937,-0.003036826019339939,0.21034589218271865,0.19080958134652742,0.19035,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.08625543461139132,0.4617,0.4547988549735983,0.4686158549882993,0.35324746068451807,-0.00933949548822055,0.19828120738484217,0.1908091309668227,0.4617,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.55,NULL,0.0,0.08625543461139132,0.04395,0.04119562145444645,0.04687953463232659,-0.002408580126707443,-0.002408580126707443,0.21003135371546855,0.18765423380494803,0.04395,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.55,MODEST_0_05,0.05,0.08625543461139132,0.06715,0.06376379773317711,0.07070244788059266,0.049933576804916925,-6.642319508307765e-05,0.206160590866113,0.18746732075887307,0.06715,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.55,MODEST_0_10,0.1,0.08625543461139132,0.10045,0.09636040752775475,0.10469304848467846,0.0975686460332971,-0.0024313539667029094,0.2027600912715979,0.18763803250583672,0.10045,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.08625543461139132,0.1655,0.16041387898857298,0.17071459313296097,0.17247192919041798,-0.008821548895951326,0.19400203246278522,0.18760779659022475,0.1655,0.047619047619047616,0.05
ROUTE_2,20,150,4,20,12,PLANNING_SENSITIVITY_ONLY_NOT_AN_AUTHORIZED_IDENTITY_CHANGE,0.2,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.08625543461139132,0.3881,0.38136835066078506,0.3948746270085712,0.3152262551994715,-0.04736070097326711,0.1568811845496428,0.18801591371902152,0.3881,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,NULL,0.0,0.06,0.0465,0.04366783655902985,0.04950634014385705,-0.0004913911844675301,-0.0004913911844675301,0.1186354038070234,0.10222591429913679,0.0465,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_05,0.05,0.06,0.1027,0.09856886629930472,0.10698372555087601,0.05078296625225533,0.0007829662522553238,0.11961656481344252,0.10218089931162576,0.1027,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_10,0.1,0.06,0.18235,0.1770597382879281,0.18776226221851516,0.09911692961728415,-0.0008830703827158587,0.11955848991204224,0.10237725879061044,0.18235,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.3917,0.3849563997649232,0.3984851952448291,0.18059943347285168,-0.0006940446135176304,0.11925954992049918,0.10203461403979375,0.3917,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.86375,0.8589256939450617,0.8684345998241222,0.3616333589789916,-0.0009535971937469911,0.1196218399306143,0.10219971169258923,0.86375,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,NULL,0.0,0.06,0.047,0.04415287327396069,0.0500211113928701,-0.00024962207849282066,-0.00024962207849282066,0.11957094518264721,0.10210541479476767,0.047,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_05,0.05,0.06,0.10235,0.09822528665131106,0.10662743962410895,0.0496267727968784,-0.0003732272031215997,0.12066820180712372,0.10232463301574757,0.10235,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_10,0.1,0.06,0.18745,0.18210140793993285,0.19291863379873814,0.10068660033855106,0.0006866003385510577,0.11959884800403388,0.10237775782938463,0.18745,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.3903,0.3835610013678656,0.3970811313428438,0.18087630897535042,-0.00041716911101888354,0.11903419068752914,0.10233078248170101,0.3903,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.8665,0.8617158885847983,0.871143348986077,0.3632316112952445,0.0006446551225058883,0.11823720210630496,0.10207016801842425,0.8665,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,NULL,0.0,0.06,0.0484,0.04551145709244874,0.05146198987342495,-0.0010219559571549735,-0.0010219559571549735,0.11963154914735395,0.1022587711869675,0.0484,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,MODEST_0_05,0.05,0.06,0.09795,0.09390732217851618,0.10214709401419754,0.04979763347062676,-0.00020236652937324212,0.11882431622193095,0.10220969464472157,0.09795,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,MODEST_0_10,0.1,0.06,0.18555,0.18022295915374437,0.1909978123219398,0.09985948982408262,-0.00014051017591738824,0.11930690802829198,0.10228848966283058,0.18555,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.39685,0.3900899738862902,0.4036496431520842,0.18087718597147087,-0.00041629211489843665,0.11902660617083564,0.10223480148306704,0.39685,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.86275,0.8579112394084538,0.8674494384328424,0.34618896885790207,-0.01639798731483655,0.09775610609066673,0.10214630011585477,0.86275,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,NULL,0.0,0.06,0.0468,0.043958847562615394,0.04981521391863784,0.00048411528567808944,0.00048411528567808944,0.21186869888598564,0.18307364963448916,0.0468,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,MODEST_0_05,0.05,0.06,0.0728,0.06928076098598489,0.07648331462035092,0.050775284783007156,0.0007752847830071533,0.214034953730249,0.18324654957456724,0.0728,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,MODEST_0_10,0.1,0.06,0.10825,0.10401904014573485,0.11263142010422311,0.09956947421780153,-0.0004305257821984737,0.21461154911237038,0.1830425282278073,0.10825,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.1896,0.18422727456321283,0.1950919414204169,0.1804847438167996,-0.0008087342695697053,0.2152673292490743,0.18296016316567212,0.1896,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.45395,0.4470594331342392,0.46085825338652814,0.36051001176525915,-0.002076944407479464,0.21160223444313692,0.18311487586245945,0.45395,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,NULL,0.0,0.06,0.0456,0.04279500487108835,0.04857951749669953,-0.002202907669611463,-0.002202907669611463,0.21257675220964406,0.18290871696610708,0.0456,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,MODEST_0_05,0.05,0.06,0.07345,0.06991587339781806,0.07714795256164479,0.05092601737610238,0.0009260173761023796,0.21401296464085232,0.18307626763601803,0.07345,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,MODEST_0_10,0.1,0.06,0.10645,0.10225101457042036,0.11080013700933959,0.09752338547074735,-0.0024766145292526576,0.21300505418324137,0.18299951585982624,0.10645,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.18555,0.18022295915374437,0.1909978123219398,0.18026751490111395,-0.0010259631852553575,0.2121969364146647,0.1829706659861139,0.18555,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.46005,0.4531509661960941,0.4669643774847887,0.35676253148470516,-0.005824424688033458,0.1983682932228118,0.18288818111166283,0.46005,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,NULL,0.0,0.06,0.0441,0.041340975630812515,0.04703412284514369,0.0015554234801002668,0.0015554234801002668,0.2105089375472877,0.18008618723500694,0.0441,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_05,0.05,0.06,0.0717,0.06820614587215901,0.07535835221350021,0.05080072700690387,0.0008007270069038674,0.20888688401482344,0.18057636715505912,0.0717,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_10,0.1,0.06,0.1057,0.1015144496184407,0.1100369900154034,0.09761722094113172,-0.0023827790588682868,0.20728108705600506,0.180523418705782,0.1057,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.1752,0.16999416175150045,0.18053058487054507,0.1724924419966208,-0.008801036089748498,0.19766469579955148,0.18044226334974112,0.1752,0.047619047619047616,0.05
ROUTE_1,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.3918,0.38505607331387526,0.3985854832886657,0.31693825584093976,-0.04564870033179885,0.1565852494339701,0.18060901157864007,0.3918,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,NULL,0.0,0.06,0.0473,0.044443939182034535,0.05032993026316259,-0.0006562732519215643,-0.0006562732519215643,0.1096543195646005,0.1021172821376161,0.0473,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_05,0.05,0.06,0.1046,0.10043427574547135,0.10891758636769618,0.04981811921418711,-0.00018188078581289624,0.10951288940903273,0.10224333042406271,0.1046,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,MODEST_0_10,0.1,0.06,0.20615,0.200600156250047,0.21181270334012564,0.09910875231871993,-0.0008912476812800718,0.11010110066168091,0.10217939491133476,0.20615,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.43855,0.43168546398564334,0.44543813724565195,0.18112802531210367,-0.0001654527742656342,0.10972991679072298,0.10218704473749418,0.43855,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.9091,0.9050370319412248,0.9130058441576704,0.36242173694323065,-0.00016521922950796242,0.10970337346983568,0.10237296382289146,0.9091,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,NULL,0.0,0.06,0.04735,0.04449245333886584,0.05038139690272568,7.799785819821974e-05,7.799785819821974e-05,0.10940400198770572,0.10238514493763427,0.04735,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_05,0.05,0.06,0.10725,0.10303675700949909,0.1116140873125711,0.05045514258049173,0.00045514258049172973,0.11038623807113902,0.102132547636326,0.10725,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,MODEST_0_10,0.1,0.06,0.2017,0.1961963157108524,0.20731825300021955,0.09939106566401676,-0.0006089343359832466,0.10912861681673017,0.1020364601134073,0.2017,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.4408,0.43393124309772396,0.44769149397131885,0.18174336515376058,0.00044988706739126916,0.1094019960587061,0.10232814999686823,0.4408,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.9112,0.9071783518685494,0.91506371767891,0.363097762200811,0.000510806028072408,0.10963192991448088,0.10227067769535897,0.9112,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,NULL,0.0,0.06,0.04665,0.043813337911588535,0.04966078118048152,9.979539268884112e-05,9.979539268884112e-05,0.10908086320425575,0.10239483618270351,0.04665,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,MODEST_0_05,0.05,0.06,0.10495,0.10077795167550456,0.1092737760124237,0.04878073401142623,-0.0012192659885737755,0.10950204024457612,0.1022653697975717,0.10495,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,MODEST_0_10,0.1,0.06,0.2065,0.2009465700004829,0.21216615516445045,0.09969599412748668,-0.00030400587251332156,0.11018626111236704,0.1019935867474318,0.2065,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.4429,0.4360274328817915,0.44979449763581564,0.1817409702382232,0.00044749215185388436,0.10889312374001123,0.10237761526834206,0.4429,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.1,0.55,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.9096,0.9055468109683099,0.9134958730945292,0.3470113102441628,-0.015575645928575799,0.09061639305739769,0.10207748829324316,0.9096,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,NULL,0.0,0.06,0.0497,0.04677361416941829,0.052799333502709545,0.00038067022638700474,0.00038067022638700474,0.20796022759346666,0.18314298002870752,0.0497,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,MODEST_0_05,0.05,0.06,0.07595,0.07235937236305715,0.0797034934161252,0.053070405062313385,0.003070405062313382,0.20861361672709133,0.1829922136366775,0.07595,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,MODEST_0_10,0.1,0.06,0.10835,0.10411727483167017,0.11273314701107658,0.09867151722196009,-0.001328482778039916,0.20824926650899908,0.18297024262504435,0.10835,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.1922,0.18679844476419571,0.1977197726319423,0.18109434865026605,-0.00019912943610325695,0.20815743085519292,0.1829585946168408,0.1922,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.15,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.46845,0.4615410101069297,0.4753711073682104,0.3606426840515218,-0.001944272121216839,0.20643575517630083,0.1832753237611092,0.46845,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,NULL,0.0,0.06,0.0445,0.041728630608862616,0.04744631423824869,-0.002800793679090844,-0.002800793679090844,0.20792393762932185,0.18320148892181562,0.0445,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,MODEST_0_05,0.05,0.06,0.07715,0.07353266848873885,0.08092973640390883,0.05220800936399697,0.0022080093639969683,0.2087665743226923,0.18248194343837434,0.07715,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,MODEST_0_10,0.1,0.06,0.11245,0.1081458739315122,0.11690297321557447,0.10045705313467608,0.0004570531346760748,0.20861811398965238,0.1829595864240139,0.11245,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.1945,0.18907326067471603,0.2000440733555639,0.17857135260932525,-0.002722125477044063,0.2086681371201017,0.18276814001105166,0.1945,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.35,FIFTY_PERCENT_OF_OBSERVED,0.3625869561727386,0.06,0.4777,0.4707823220780452,0.4846262427300571,0.3568192702490307,-0.00576768592370791,0.19206792277155096,0.18286636527920083,0.4777,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,NULL,0.0,0.06,0.04325,0.04051742215405172,0.04615800278319985,-0.0014525097140030195,-0.0014525097140030195,0.20767945954338393,0.18076143598118305,0.04325,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_05,0.05,0.06,0.0716,0.06810846560531483,0.07525607088755559,0.049817915395749035,-0.00018208460425096773,0.2032512385003959,0.18045328475168176,0.0716,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,MODEST_0_10,0.1,0.06,0.09825,0.09420164946652829,0.1024526515045518,0.09403103015071096,-0.005968969849289046,0.2008498866503781,0.18078047267896477,0.09825,0.047619047619047616,0.05
ROUTE_2,20,300,2,31,16,REQUIRED_FULL_47_IDENTITY_DESIGN,0.2,0.55,TWENTY_FIVE_PERCENT_OF_OBSERVED,0.1812934780863693,0.06,0.1776,0.17236547196702154,0.1829583528819547,0.1720156469595808,-0.00927783112678851,0.19380762327489626,0.1802325874775225,0.1776,0.047619047619047616,0.05
